"","freq","case","unique_id","freq_rank"
"98",0.118999571943986,"watershed","031002030105",61
"97",0.11940032125647,"watershed","031002020106",62
"18",0.120149923454574,"watershed","030801011702",63
"43",0.12041564792176,"watershed","030801030101",64
"48",0.123725356900068,"watershed","030801030603",65
"24",0.125136413241179,"watershed","030801020103",66
"107",0.125741399762752,"watershed","041000070403",67
"83",0.140373878505259,"watershed","030902010200",68
"9",0.141058829501041,"watershed","030801011202",69
"79",0.15490622989757,"watershed","030901011703",70
"127",0.16994750656168,"watershed","050902021203",71
"55",0.170871316514734,"watershed","030901010301",72
"76",0.182874533130447,"watershed","030901011304",73
"118",0.206239460370995,"watershed","050400050104",74
"111",0.218253968253968,"watershed","050301030204",75
"49",0.240715579710145,"watershed","030802020201",76
"61",0.2454637607704,"watershed","030901010804",77
"81",0.245911949685535,"watershed","030901011803",78
"120",0.263563049853372,"watershed","050600011308",79
"35",0.266476932294787,"watershed","030801020801",80
"15",0.26815144766147,"watershed","030801011601",81
"116",0.282051282051282,"watershed","050400020301",82
"45",0.283887468030691,"watershed","030801030304",83
"70",0.291053227633069,"watershed","030901011202",84
"114",0.291737386205832,"watershed","050301030502",85
"101",0.301544917032233,"watershed","031002080703",86
"110",0.313376311757394,"watershed","050301020105",87
"102",0.325849651136619,"watershed","031002080706",88
"34",0.328767123287671,"watershed","030801020502",89
"11",0.365273432186097,"watershed","030801011303",90
"94",0.368121442125237,"watershed","031001010304",91
"122",0.386495176848875,"watershed","050600020205",92
"56",0.397673083164807,"watershed","030901010400",93
"115",0.399283795881826,"watershed","050400011503",94
"64",0.410237862218629,"watershed","030901010905",95
"100",0.413916146297948,"watershed","031002080101",96
"68",0.426781888494136,"watershed","030901011103",97
"39",0.455322057064753,"watershed","030801021205",98
"90",0.465601281247824,"watershed","031001010201",99
"71",0.476398874648328,"watershed","030901011203",100
"22",0.48850935067771,"watershed","030801012100",101
"72",0.489543618587445,"watershed","030901011204",102
"119",0.491026416616253,"watershed","050400060403",103
"109",0.503376304481277,"watershed","041100020104",104
"88",0.503536390600046,"watershed","031001010102",105
"125",0.615074958356469,"watershed","050800011705",106
"82",0.62003866586159,"watershed","030901011804",107
"92",0.672304683005408,"watershed","031001010204",108
"74",0.680891131324616,"watershed","030901011302",109
"65",0.722865234254756,"watershed","030901011001",110
"124",0.727647201356918,"watershed","050800010103",111
"37",0.760114425827544,"watershed","030801020803",112
"26",0.781420765027322,"watershed","030801020202",113
"84",0.78302752293578,"watershed","030902040202",114
"38",0.797940897070528,"watershed","030801021202",115
"99",0.826944631248599,"watershed","031002050303",116
"128",0.830165289256198,"watershed","051201010204",117
"89",0.85521608358398,"watershed","031001010103",118
"33",0.86111462951235,"watershed","030801020405",119
"31",0.862198839037838,"watershed","030801020402",120
"87",0.870622205663189,"watershed","031001010101",121
"32",0.874526727191304,"watershed","030801020404",122
"8",0.883986789736642,"watershed","030801011105",123
"30",0.896448280741474,"watershed","030801020304",124
"27",0.918808493132754,"watershed","030801020203",125
"60",0.953364002300172,"watershed","030901010802",126
"59",0.983741720320534,"watershed","030901010701",127
"29",0.990798107337987,"watershed","030801020302",128
